request_id,manufacturer,product_family,requested_part,part_key,selection_state,status,official_lookup_url,local_path,sha256,revision,document_date
CAD-0034,Siemens,SIMATIC NET/S7-1200,CM 1241 RS-422/485,6ES7241-1CH32-0XB0,Exact catalog seed,pending_download,https://www.siemens.com/cax,,,,
CAD-0035,Siemens,SIMATIC NET/S7-1200,CM 1241 RS-232,6ES7241-1AH32-0XB0,Exact catalog seed,pending_download,https://www.siemens.com/cax,,,,
CAD-0036,Siemens,SIMATIC NET/S7-1200,CP 1243-1 Security,6GK7243-1BX30-0XE0,Exact catalog seed,pending_download,https://www.siemens.com/cax,,,,
CAD-0037,Siemens,SIMATIC NET/S7-1200,CM 1242-5 PROFIBUS DP slave,6GK7242-5DX30-0XE0,Exact catalog seed,pending_download,https://www.siemens.com/cax,,,,
CAD-0038,Siemens,SIMATIC NET/S7-1200,CSM 1277 unmanaged Ethernet switch,6GK7277-1AA10-0AA0,Exact catalog seed,pending_download,https://www.siemens.com/cax,,,,
CAD-0039,Siemens,SIMATIC NET,SCALANCE XB005 unmanaged switch,Siemens SCALANCE XB005,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0040,Siemens,SIMATIC NET,SCALANCE XB008 unmanaged switch,Siemens SCALANCE XB008,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0041,Siemens,SIMATIC NET,SCALANCE XC managed switch,Siemens SCALANCE XC managed switch,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0042,Siemens,SIMATIC NET,IE FC RJ45 field plug,Siemens IE FC RJ45 Plug,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0043,Siemens,SIMATIC NET,PROFINET M12 connector,Siemens IE M12 PROFINET,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0044,Siemens,SIMATIC NET,SIMATIC NET IE FC cable,Siemens SIMATIC NET IE FC cable,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0045,Siemens,SIMATIC PM 1207,PM 1207 power supply,6EP1332-1SH71,Exact catalog seed,pending_download,https://www.siemens.com/cax,,,,
CAD-0046,Siemens,SITOP,SITOP PSU6200 24 VDC power supply,Siemens SITOP PSU6200 24 VDC power supply,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0047,Siemens,SITOP,SITOP PSU8200 24 VDC power supply,Siemens SITOP PSU8200 24 VDC power supply,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0048,Siemens,SITOP,SITOP PSE202U redundancy module,Siemens SITOP PSE202U redundancy module,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0049,Siemens,SITOP,SITOP PSE200U selectivity module,Siemens SITOP PSE200U selectivity module,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0050,Siemens,SENTRON 3LD2,Switch disconnector,Siemens SENTRON 3LD2 Switch disconnector,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0051,Siemens,SENTRON 3LD2,Door-coupling rotary handle,Siemens SENTRON 3LD2 Door-coupling rotary handle,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0052,Siemens,SENTRON 3LD2,Extension shaft and shaft coupler,Siemens SENTRON 3LD2 Extension shaft and shaft coupler,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0053,Siemens,SENTRON 3LD2,Padlockable door interlock mechanism,Siemens SENTRON 3LD2 Padlockable door interlock mechanism,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0054,Siemens,SENTRON 3LD2,Auxiliary contact,Siemens SENTRON 3LD2 Auxiliary contact,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0055,Siemens,SENTRON 3LD2,Terminal cover,Siemens SENTRON 3LD2 Terminal cover,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0056,Siemens,SENTRON 3VA,Molded-case circuit breaker,Siemens SENTRON 3VA Molded-case circuit breaker,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0057,Siemens,SENTRON 3VA,Door-coupling operator and shaft,Siemens SENTRON 3VA Door-coupling operator and shaft,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0058,Siemens,SENTRON 5SY,Miniature circuit breaker,Siemens SENTRON 5SY Miniature circuit breaker,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0059,Siemens,SENTRON 3VA,Molded-case circuit breaker,Siemens SENTRON 3VA Molded-case circuit breaker,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0060,Siemens,SIRIUS 3RV2,Motor starter protector,Siemens SIRIUS 3RV2 Motor starter protector,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0061,Siemens,SENTRON 3NA,NH fuse,Siemens SENTRON 3NA NH fuse,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0062,Siemens,SITOR 3NE,Semiconductor-protection fuse,Siemens SITOR 3NE Semiconductor-protection fuse,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0063,Siemens,SENTRON 3NP,Fuse switch disconnector,Siemens SENTRON 3NP Fuse switch disconnector,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0064,Siemens,SENTRON 3NW,Cylindrical fuse holder and fuse,Siemens SENTRON 3NW Cylindrical fuse holder and fuse,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0065,Siemens,SENTRON 5SD7,Surge-protection device,Siemens SENTRON 5SD7 Surge-protection device,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0066,Siemens,SIRIUS 3RT2/3RT7,Motor contactor,Siemens SIRIUS 3RT2/3RT7 Motor contactor,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0067,Siemens,SIRIUS 3RA,Reversing contactor assembly,Siemens SIRIUS 3RA Reversing contactor assembly,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0068,Siemens,SIRIUS 3RA,Star-delta starter assembly,Siemens SIRIUS 3RA Star-delta starter assembly,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0069,Siemens,SIRIUS 3RH2/3RH7,Intermediate/control relay,Siemens SIRIUS 3RH2/3RH7 Intermediate/control relay,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0070,Siemens,SIRIUS 3RU2/3RU7,Thermal overload relay,Siemens SIRIUS 3RU2/3RU7 Thermal overload relay,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0071,Siemens,SIRIUS 3RB3,Electronic overload relay,Siemens SIRIUS 3RB3 Electronic overload relay,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0072,Siemens,SIRIUS 3RA6,Compact starter,Siemens SIRIUS 3RA6 Compact starter,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0073,Siemens,SIRIUS 3RQ3,Coupling/interface relay,Siemens SIRIUS 3RQ3 Coupling/interface relay,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0074,Siemens,SIRIUS,Auxiliary contact block,Siemens SIRIUS Auxiliary contact block,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0075,Siemens,SIRIUS,Coil surge suppressor,Siemens SIRIUS Coil surge suppressor,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0076,Siemens,SIRIUS,Mechanical/electrical interlock,Siemens SIRIUS Mechanical/electrical interlock,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0077,Siemens,SIRIUS,Busbar or link module,Siemens SIRIUS Busbar or link module,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0078,Siemens,SIRIUS 3SK1/3SK2,24 VDC safety relay,Siemens SIRIUS 3SK1/3SK2 24 VDC safety relay,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0079,Siemens,SIRIUS 3SK,Safety output expansion module,Siemens SIRIUS 3SK Safety output expansion module,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0080,Siemens,SIRIUS 3SK,Device connector or wiring base,Siemens SIRIUS 3SK Device connector or wiring base,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0081,Siemens,SIRIUS 3RT,Safety contactor 1,Siemens SIRIUS 3RT Safety contactor 1,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0082,Siemens,SIRIUS 3RT,Safety contactor 2,Siemens SIRIUS 3RT Safety contactor 2,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0083,Siemens,SIRIUS,Positively guided feedback contacts,Siemens SIRIUS Positively guided feedback contacts,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0084,Siemens,SIRIUS,Safety contactor surge suppressor,Siemens SIRIUS Safety contactor surge suppressor,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0085,Siemens,SIRIUS ACT 3SU1,Manual safety reset button,Siemens SIRIUS ACT 3SU1 Manual safety reset button,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0086,Siemens,SIRIUS ACT 3SU1,Key-operated safety reset,Siemens SIRIUS ACT 3SU1 Key-operated safety reset,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0087,Siemens,8WH terminal blocks,Feed-through terminal,Siemens 8WH Feed-through terminal,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0088,Siemens,8WH terminal blocks,Two-level terminal,Siemens 8WH Two-level terminal,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0089,Siemens,8WH terminal blocks,Three-level terminal,Siemens 8WH Three-level terminal,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0090,Siemens,8WH terminal blocks,PE/ground terminal,Siemens 8WH PE/ground terminal,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0091,Siemens,8WH terminal blocks,Neutral terminal,Siemens 8WH Neutral terminal,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0092,Siemens,8WH terminal blocks,Disconnect/knife terminal,Siemens 8WH Disconnect/knife terminal,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0093,Siemens,8WH terminal blocks,Fused terminal,Siemens 8WH Fused terminal,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0094,Siemens,8WH terminal blocks,Sensor/actuator distribution terminal,Siemens 8WH Sensor/actuator distribution terminal,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0095,Siemens,8WH terminal blocks,Thermocouple terminal,Siemens 8WH Thermocouple terminal,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0096,Siemens,8WH terminal blocks,Shield connection terminal,Siemens 8WH Shield connection terminal,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0097,Siemens,8WH terminal blocks,End plate,Siemens 8WH End plate,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0098,Siemens,8WH terminal blocks,End bracket/stop,Siemens 8WH End bracket/stop,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0099,Siemens,8WH terminal blocks,Partition plate,Siemens 8WH Partition plate,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0100,Siemens,8WH terminal blocks,Fixed bridge,Siemens 8WH Fixed bridge,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0101,Siemens,8WH terminal blocks,Plug-in bridge,Siemens 8WH Plug-in bridge,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0102,Siemens,8WH terminal blocks,Test plug/socket,Siemens 8WH Test plug/socket,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0103,Siemens,8WH terminal blocks,Marker carrier and terminal marker,Siemens 8WH Marker carrier and terminal marker,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0104,Siemens,8WH terminal blocks,Group marker,Siemens 8WH Group marker,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0105,Siemens,8WH terminal blocks,Shield busbar and clamp,Siemens 8WH Shield busbar and clamp,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0106,Vendor neutral,Project-selected routing hardware,Slotted wiring duct,Slotted wiring duct,Configuration required,pending_part_selection,,,,,
CAD-0107,Vendor neutral,Project-selected routing hardware,Solid-wall wiring duct,Solid-wall wiring duct,Configuration required,pending_part_selection,,,,,
CAD-0108,Vendor neutral,Project-selected routing hardware,Wiring duct cover,Wiring duct cover,Configuration required,pending_part_selection,,,,,
CAD-0109,Vendor neutral,Project-selected routing hardware,Horizontal duct,Horizontal duct,Configuration required,pending_part_selection,,,,,
CAD-0110,Vendor neutral,Project-selected routing hardware,Vertical duct,Vertical duct,Configuration required,pending_part_selection,,,,,
CAD-0111,Vendor neutral,Project-selected routing hardware,DIN rail 35 x 7.5 mm,DIN rail 35 x 7.5 mm,Configuration required,pending_part_selection,,,,,
CAD-0112,Vendor neutral,Project-selected routing hardware,DIN rail 35 x 15 mm,DIN rail 35 x 15 mm,Configuration required,pending_part_selection,,,,,
CAD-0113,Vendor neutral,Project-selected routing hardware,Mounting channel,Mounting channel,Configuration required,pending_part_selection,,,,,
CAD-0114,Vendor neutral,Project-selected routing hardware,Cable tray or ladder tray,Cable tray or ladder tray,Configuration required,pending_part_selection,,,,,
CAD-0115,Vendor neutral,Project-selected routing hardware,Wireway,Wireway,Configuration required,pending_part_selection,,,,,
CAD-0116,Vendor neutral,Project-selected routing hardware,Bend,Bend,Configuration required,pending_part_selection,,,,,
CAD-0117,Vendor neutral,Project-selected routing hardware,Tee,Tee,Configuration required,pending_part_selection,,,,,
CAD-0118,Vendor neutral,Project-selected routing hardware,Reducer,Reducer,Configuration required,pending_part_selection,,,,,
CAD-0119,Vendor neutral,Project-selected routing hardware,Coupler,Coupler,Configuration required,pending_part_selection,,,,,
CAD-0120,Vendor neutral,Project-selected routing hardware,End cap,End cap,Configuration required,pending_part_selection,,,,,
CAD-0121,Vendor neutral,Project-selected routing hardware,Divider,Divider,Configuration required,pending_part_selection,,,,,
CAD-0122,Siemens,SIRIUS ACT 3SU1,"Emergency-stop complete unit, twist release",3SU1100-1HB20-1FG0,Exact catalog seed,pending_download,https://www.siemens.com/cax,,,,
CAD-0123,Siemens,SIRIUS ACT 3SU1,"Emergency-stop actuator, twist release",3SU1000-1HB20-0AA0,Exact catalog seed,pending_download,https://www.siemens.com/cax,,,,
CAD-0124,Siemens,SIRIUS ACT 3SU1,"Emergency stop, pull release",Siemens 3SU1 emergency stop pull release,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0125,Siemens,SIRIUS ACT 3SU1,Illuminated emergency stop,Siemens 3SU1 illuminated emergency stop,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0126,Siemens,SIRIUS ACT 3SU1,Emergency stop with protective shroud,Siemens 3SU1 emergency stop shroud,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0127,Siemens,SIRIUS ACT 3SU1,Emergency stop in yellow enclosure,Siemens 3SU1 emergency stop enclosure,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0128,Siemens,SIRIUS ACT 3SU1,Positive-opening NC contact block,Siemens 3SU1 positive opening NC contact,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0129,Siemens,SIRIUS ACT 3SU1,NO monitoring contact,Siemens 3SU1 NO contact block,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0130,Siemens,SIRIUS ACT 3SU1,3SU1 holder,Siemens 3SU1 holder,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0131,Siemens,SIRIUS ACT 3SU1,Emergency-stop legend/backing plate,Siemens 3SU1 emergency stop backing plate,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0132,Siemens,SIRIUS ACT 3SU1,Green illuminated START momentary NO,Siemens 3SU1 Green illuminated START momentary NO,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0133,Siemens,SIRIUS ACT 3SU1,Red illuminated STOP momentary NC,Siemens 3SU1 Red illuminated STOP momentary NC,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0134,Siemens,SIRIUS ACT 3SU1,Amber illuminated FAULT RESET,Siemens 3SU1 Amber illuminated FAULT RESET,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0135,Siemens,SIRIUS ACT 3SU1,Blue illuminated operator request,Siemens 3SU1 Blue illuminated operator request,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0136,Siemens,SIRIUS ACT 3SU1,White illuminated control power ON,Siemens 3SU1 White illuminated control power ON,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0137,Siemens,SIRIUS ACT 3SU1,Black non-illuminated JOG,Siemens 3SU1 Black non-illuminated JOG,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0138,Siemens,SIRIUS ACT 3SU1,Two-position maintained selector,Siemens 3SU1 Two-position maintained selector,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0139,Siemens,SIRIUS ACT 3SU1,Three-position selector,Siemens 3SU1 Three-position selector,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0140,Siemens,SIRIUS ACT 3SU1,Spring-return selector,Siemens 3SU1 Spring-return selector,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0141,Siemens,SIRIUS ACT 3SU1,Keyed AUTO/MANUAL selector,Siemens 3SU1 Keyed AUTO/MANUAL selector,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0142,Siemens,SIRIUS ACT 3SU1,Illuminated reset button,Siemens 3SU1 Illuminated reset button,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0143,Siemens,SIRIUS ACT 3SU1,Red pilot light,Siemens 3SU1 Red pilot light,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0144,Siemens,SIRIUS ACT 3SU1,Amber pilot light,Siemens 3SU1 Amber pilot light,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0145,Siemens,SIRIUS ACT 3SU1,Green pilot light,Siemens 3SU1 Green pilot light,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0146,Siemens,SIRIUS ACT 3SU1,Blue pilot light,Siemens 3SU1 Blue pilot light,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0147,Siemens,SIRIUS ACT 3SU1,White pilot light,Siemens 3SU1 White pilot light,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0148,Siemens,SIRIUS ACT 3SU1,Contact block,Siemens 3SU1 Contact block,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0149,Siemens,SIRIUS ACT 3SU1,LED module,Siemens 3SU1 LED module,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0150,Siemens,SIRIUS ACT 3SU1,Holder,Siemens 3SU1 Holder,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0151,Siemens,SIRIUS ACT 3SU1,Legend plate,Siemens 3SU1 Legend plate,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0152,Siemens,SIRIUS ACT 3SU1,Operator enclosure,Siemens 3SU1 Operator enclosure,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0153,Siemens,8WD44/8WD46 signaling column,Mounting base,Siemens 8WD44 8WD46 Mounting base,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0154,Siemens,8WD44/8WD46 signaling column,Vertical tube,Siemens 8WD44 8WD46 Vertical tube,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0155,Siemens,8WD44/8WD46 signaling column,Angle bracket,Siemens 8WD44 8WD46 Angle bracket,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0156,Siemens,8WD44/8WD46 signaling column,Connection element,Siemens 8WD44 8WD46 Connection element,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0157,Siemens,8WD44/8WD46 signaling column,Red LED element,Siemens 8WD44 8WD46 Red LED element,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0158,Siemens,8WD44/8WD46 signaling column,Amber LED element,Siemens 8WD44 8WD46 Amber LED element,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0159,Siemens,8WD44/8WD46 signaling column,Green LED element,Siemens 8WD44 8WD46 Green LED element,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0160,Siemens,8WD44/8WD46 signaling column,Blue or white LED element,Siemens 8WD44 8WD46 Blue or white LED element,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0161,Siemens,8WD44/8WD46 signaling column,Audible element/buzzer,Siemens 8WD44 8WD46 Audible element/buzzer,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0162,Siemens,8WD44/8WD46 signaling column,Top cap,Siemens 8WD44 8WD46 Top cap,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
CAD-0163,Siemens,8WD44/8WD46 signaling column,M12 connection adapter,Siemens 8WD44 8WD46 M12 connection adapter,Configuration required,pending_part_selection,https://www.siemens.com/cax,,,,
